location,totaltweets,retweetcount,hashtags,date,Clean Text,Sentiment
København,231338,2,['dkpol'],2021-08-14 20:36:40,hej   i stedet for identitetspolitik og indvandrere i stoge kunne i jo tage at kigge lidt på det her  jeg kigger særligt på jer  siddende regeringsparti  og jeres støtter  hvorfor er i ikke frådende på barrikaderne over det her  ,2.0
,1857,0,['dkpol'],2021-08-14 20:36:11,hvad sker der i afghanistan  ,0.0
,269,0,"['scam', 'scammersmethods', 'subversion', 'dkpol', 'COVID19dk', 'scamexample']",2021-08-14 20:36:04, klart i er  klart i er  en vaccine som har eksisteret i mindre end et år har i viden om er fuldstændigt sikkert bare to år frem   sounds legit        ,2.0
Kontakt: esbensenb@gmail.com,19332,59,"['dkpol', 'dksund']",2021-08-14 20:36:00,jobcenter tråd       / i går raskmeldte jeg mig pr    /   med det føler jeg mig også mere fri til  at berette om mine oplevelser  uden gentagne intimideringer som   hvis du er utilfreds er der jo ingen grund til at skrive det nogen steder ,-1.0
København,231338,9,['dkpol'],2021-08-14 20:34:21,i det mindste er naser khader konsistent  et konsistent røvhul  hvis du ikke kæmper imod  er det din egen skyld  både hvis du som kvinde er udsat for seksuel overgreb  el  du som afghaner ser dit land blive overtaget af taliban   ,-10.0
"日本, 秋葉原",6916,38,['dkpol'],2021-08-14 20:34:20,hvis standarden i år      er  at vi kvinder skal være uden former og klæde os som mænd  for at man kan tage os seriøst i politik  så er det en standard  som jeg meget gerne udfordrer  femininitet og forstand er ikke hinandens modsætninger  ,0.0
,4903,59,"['dkpol', 'dksund']",2021-08-14 20:33:51,jobcenter tråd       / i går raskmeldte jeg mig pr    /   med det føler jeg mig også mere fri til  at berette om mine oplevelser  uden gentagne intimideringer som   hvis du er utilfreds er der jo ingen grund til at skrive det nogen steder ,-1.0
"Frederiksberg, Denmark",44937,0,"['dkpol', 'dkmedier', 'ClimateCrisis']",2021-08-14 20:33:29,her er en interessant betragtning  klimarapporten fra      gjorde et større indtryk på folk  end den rapport der kom ud for få dage siden og som  dybest set  er langt værre       ,-1.0
Syddanmark,344459,149,['dkpol'],2021-08-14 20:33:08,hør her    i sender os i krig på løgne    når vi kommer hjem i stykker  forsvinder i og overlader stumperne til familierne    når flygtningene så bagefter søger os  bygger i et hegn    damn right det skal have konsekvenser for jer at lyve for os    ny irakkommision  nu ,-1.0
Syddanmark,344459,5,"['dkpol', 'irakkommision', 'dkmedier']",2021-08-14 20:32:45,den mest skamfulde periode i dansk krigshistorie  nogensinde      vi i   kæmpede alt vi kunne  … og i ved det    at i svigter er utilgiveligt    ny   nu   i må stå til ansvar     ,-9.0
København,8083,149,['dkpol'],2021-08-14 20:32:14,hør her    i sender os i krig på løgne    når vi kommer hjem i stykker  forsvinder i og overlader stumperne til familierne    når flygtningene så bagefter søger os  bygger i et hegn    damn right det skal have konsekvenser for jer at lyve for os    ny irakkommision  nu ,-1.0
,13447,59,"['dkpol', 'dksund']",2021-08-14 20:31:36,jobcenter tråd       / i går raskmeldte jeg mig pr    /   med det føler jeg mig også mere fri til  at berette om mine oplevelser  uden gentagne intimideringer som   hvis du er utilfreds er der jo ingen grund til at skrive det nogen steder ,-1.0
København,8083,5,"['dkpol', 'irakkommision', 'dkmedier']",2021-08-14 20:31:29,den mest skamfulde periode i dansk krigshistorie  nogensinde      vi i   kæmpede alt vi kunne  … og i ved det    at i svigter er utilgiveligt    ny   nu   i må stå til ansvar     ,-9.0
Kontakt: esbensenb@gmail.com,19332,0,['dkpol'],2021-08-14 20:30:02,det poya siger  jeg forstår simpelthen ikke hvordan man kan nå frem til en anden analyse  der var trods alt en lille selvreflektion efter katastrofen i irak  som  i hvert fald i de her dage  ser ud til at være tæt på fraværende i f t  afghanistan    ,0.0
,8942,3,"['coop', 'dkpol', 'sundpol', 'dkmedier']",2021-08-14 20:30:01,føj for satan  coop i er nogle lede nazi svin og i er hermed boykottet herfra   hvor er det dog udansk og nederdrægtig opførsel     ,-5.0
"White House, TN",7317,0,['dkpol'],2021-08-14 20:27:26,spændene hvor længe der går  før danmark indsætter soldater i afghanistan igen  ,0.0
"A Copenhagen suburb, Europe",12053,80,['dkpol'],2021-08-14 20:27:22,i øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk  det er vigtigt at understrege over for andre borgere i landet  at vi altså ikke alle sammen er svindlere  nogle af os er faktisk velintegrerede og følger danske værdier og love  ,-8.0
"København, Danmark",47972,0,['dkpol'],2021-08-14 20:26:03, samme år fortæller hun til magasinet elle salon  at hun har gået med tørklæde    det er imidlertid ikke lykkedes frihedsbrevet at finde et eneste billede af sara omar i danmark  hvor hun bærer tørklæde    wow… hvorfor lyve om sådan noget        ,10.0
,13447,64,"['Afghanistan', 'dkpol', 'suk']",2021-08-14 20:25:33,efter vært i  havde brugt ordet tsunami af flygtninge fra   fik  lov til at sige  at flygtninge sjældent stopper i tyrkiet og iran  fakta  antal flygtninge  iflg unhcr        mio          asylansøgere til  sidste år          ,1.0
Copenhagen,12682,1,"['dkaid', 'dkpol']",2021-08-14 20:24:52,vores lokale kollegaer i haiti beder om hjælp til indsatsen efter dagens ødelæggende jordskælv   overvejet at bidrage med penge og personel  det er nu vi skal vise vores solidaritet    ,3.0
Det mørke Jylland,14508,15,['dkpol'],2021-08-14 20:23:17,tolkesagen  hvis en brugtvognsforhandler var en nation    der kommer en eksklusiv stribe ud om messerschmidtsagen i weekenden til vores støtter på patreon  tak for støtten  folkens  ,8.0
"Albertslund, Danmark",62,3,['dkpol'],2021-08-14 20:21:44,simpelthen en skandale intet mindre  ikke om jeg har for fem flade øres tiltro til søren holm seerup som dommer  han har afsløret sine politiske sympatier for alverden  han er en skændsel for den danske dommerstand og burde ryge ud på røv og albuer   ,-5.0
Syddanmark,344459,3,['dkpol'],2021-08-14 20:20:15,kære   vil i uddybe  hvad i mener når i skriver  en gruppe sygeplejersker   indebærer  når i beskriver sygepleje demoen i dag  hilsen en sygeplejerske der er heldig at holde ferie         ,5.0
Deputy Director General,3529,3,"['grønomstilling', 'dkpol']",2021-08-14 20:17:37,vi tænker for meget i silo på energiområdet  en kæmpe barriere for ønomstilling  derfor udkom erhvervslivets klimaalliance   med rapport til implementering af sektorkobling  nu skrives det ind i elforsyningsloven tak   ,-3.0
"Samsø, Danmark",9449,59,"['dkpol', 'dksund']",2021-08-14 20:17:24,jobcenter tråd       / i går raskmeldte jeg mig pr    /   med det føler jeg mig også mere fri til  at berette om mine oplevelser  uden gentagne intimideringer som   hvis du er utilfreds er der jo ingen grund til at skrive det nogen steder ,-1.0
"Roskilde, Danmark",82,0,['dkpol'],2021-08-14 20:16:44,der er fadøl  og så er der fadsnaps  ,0.0
Esbønderup,1740,3,['dkpol'],2021-08-14 20:14:53,kære   vil i uddybe  hvad i mener når i skriver  en gruppe sygeplejersker   indebærer  når i beskriver sygepleje demoen i dag  hilsen en sygeplejerske der er heldig at holde ferie         ,5.0
,148737,80,['dkpol'],2021-08-14 20:13:07,i øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk  det er vigtigt at understrege over for andre borgere i landet  at vi altså ikke alle sammen er svindlere  nogle af os er faktisk velintegrerede og følger danske værdier og love  ,-8.0
"Copenhagen, Denmark",711,9,['dkpol'],2021-08-14 20:11:53,i det mindste er naser khader konsistent  et konsistent røvhul  hvis du ikke kæmper imod  er det din egen skyld  både hvis du som kvinde er udsat for seksuel overgreb  el  du som afghaner ser dit land blive overtaget af taliban   ,-10.0
Denmark,4059,11,['dkpol'],2021-08-14 20:11:49,har fra pålidelige kilder  at  og  hjælper og støtter et islamistisk parti i pakistan   ,4.0
,2303,0,"['dkpol', 'dkmedier']",2021-08-14 20:11:46,politik i danmark  har de sidste mange år alene handlet om at vinde næste valg og ikke hvad er bedst for danmark og danskerne   politikere har været reklame søjler for woke politik  og populisme     lad os sætte danmark i fokus igen     ,1.0
Danmark,23043,0,['dkpol'],2021-08-14 20:11:05,lige nu er  populær på  ,3.0
,5760,80,['dkpol'],2021-08-14 20:10:50,i øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk  det er vigtigt at understrege over for andre borgere i landet  at vi altså ikke alle sammen er svindlere  nogle af os er faktisk velintegrerede og følger danske værdier og love  ,-8.0
Copenhagen,18215,59,"['dkpol', 'dksund']",2021-08-14 20:09:37,jobcenter tråd       / i går raskmeldte jeg mig pr    /   med det føler jeg mig også mere fri til  at berette om mine oplevelser  uden gentagne intimideringer som   hvis du er utilfreds er der jo ingen grund til at skrive det nogen steder ,-1.0
"Jylland, Denmark",20837,15,['dkpol'],2021-08-14 20:09:23,tolkesagen  hvis en brugtvognsforhandler var en nation    der kommer en eksklusiv stribe ud om messerschmidtsagen i weekenden til vores støtter på patreon  tak for støtten  folkens  ,8.0
"Copenhagen, Denmark",64213,7,['dkpol'],2021-08-14 20:09:12,  partisk dommer afslører sig  tweet drejer sig ikke messerschmidt   men dømmende magt der afslører sin personlig holdning på fb  har han dømt rigtig  eller har han tolket regler med farvede øjne &amp; tilpasset dem egne holdninge  sker det i andre sager ,-6.0
Danmark,12215,80,['dkpol'],2021-08-14 20:09:11,i øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk  det er vigtigt at understrege over for andre borgere i landet  at vi altså ikke alle sammen er svindlere  nogle af os er faktisk velintegrerede og følger danske værdier og love  ,-8.0
"Herning, Denmark",2357,0,"['Haiti', 'dkpol', 'haitiearthquake']",2021-08-14 20:09:09,mindst     har mistet livet i    ,-2.0
"Frederiksberg, Denmark",44937,0,['dkpol'],2021-08-14 20:07:50, hele den kampagne har været én stor fiasko og  håndtering var og er stadig  dybt kritisabelt  men helt ærligt   hva fanden laver vi egentlig    hvorfor griber man ikke ind   ,-6.0
"Copenhagen, Denmark",3871,9,['dkpol'],2021-08-14 20:07:48,ipcc  så det nu   statsministeren er tavs klimaministeren mener alt vel i dk landbrugsministeren henviser til kostråd  dem der stadig undlader personlig handling fordi  løsningen er systemisk  må til at vågne op nu  den systemiske forandring sker ik uden den personlige   ,-2.0
,34375,4,"['hvorerDan', 'dkmedier', 'dkpol']",2021-08-14 20:07:42, og  og    vi behøver forandringer  nu  ,0.0
,366,2,['dkpol'],2021-08-14 20:07:15,der er en stor risiko for at det er for sent at hjælpe vores tidligere tolke  og andre afghanere der har hjulpet os i den tid vi har været i landet  skammeligt  ingen kunne forudsige et så massivt kollaps  men man kunne have gjort mere tidligere   ,2.0
,3196,5,"['dkpol', 'dkmedier', 'dkeu']",2021-08-14 20:07:13,hvad så  skal vi se og komme igang med at stoppe hykleriet fra politikerne   ,-1.0
"Hovedstaden, Danmark",21444,0,"['dkmedier', 'Afghanistan', 'dkpol']",2021-08-14 20:06:32, de er simpelthen nogle forbandede kujoner  de skal blive og kæmpe for deres land  dem der stikker af i stedet for at blive og kæmpe for deres land har skylden for at landet endnu en gang falder    ,-4.0
Aalborg,23679,13,['dkpol'],2021-08-14 20:06:21, christiansborg skal finde pengene  jeg håber mette frederiksen har set i sommer  at problemet med ligeløn går ikke væk   siger ⁦⁩ fra sygeplejerskernes demo i københavn til ⁦⁩  ,2.0
Danmark,1691,1,"['dkpol', 'dkmedier']",2021-08-14 20:05:36,medierne beretter om coronavarianter og snarlige klimakatastrofer  samtidig forties de        ekstra ikkevestlige under mette f    ,0.0
,5009,16,"['Afghanistan', 'dkmedier', 'dkpol']",2021-08-14 20:03:49,jeg har tilbragt en nat med afghanske flygtninge og desertører fra den afghanske hær ikke langt fra den iranske grænse i byen van i østtyrkiet  læs i  i dag     ,0.0
,148737,1,['dkpol'],2021-08-14 20:01:45,de fleste ledere i eu har indset  at ligegyldighed overfor  forvaltningen  af magten i andre medlemslande kan have direkte effekt på velstanden  velfærden og stabiliteten i hele unionen   kommentar af stine bosse [gratis at læse]       ,-2.0
,1422,0,['dkpol'],2021-08-14 20:00:53, der er to muligheder; enten er han skyldig  som byretten vurderer  eller han er bimlende inkompetent  som  argumenterer for  så det er super  ,3.0
"Dobbelt A,Nordjylland, Danmark",50029,5,['dkpol'],2021-08-14 20:00:49,så går plattenslagerne i selvsving  hvis man betvivler en dommers professionalitet pga et like på facebook  hænger man virkelig kun med det yderste af neglene  før man styrter direkte i afgrunden    ,0.0
,148737,6,['dkpol'],2021-08-14 20:00:46,mens sagen  går sin videre gang  vil jeg appellere til at vi taler om  ‘s store muligheder i eu  problemerne er store  svære og løsningerne haster  pft      ,-1.0
"Hovedstaden, Danmark",21444,0,"['dkmedier', 'Afghanistan', 'dkpol']",2021-08-14 20:00:39, de er simpelthen nogle forbandede kujoner  de skal blive og kæmpe for deres land  dem der stikker af i stedet for at blive og kæmpe for deres land har skylden for at landet endnu en gang er fortabt    ,-4.0
"Sønderborg, Denmark",1484,80,['dkpol'],2021-08-14 19:59:55,i øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk  det er vigtigt at understrege over for andre borgere i landet  at vi altså ikke alle sammen er svindlere  nogle af os er faktisk velintegrerede og følger danske værdier og love  ,-8.0
,148737,2,"['handicap', 'enmillionstemmer', 'dkpol', 'dkmedier']",2021-08-14 19:59:48,glæder mig til demokratifestival i musikkens hus i aalborg d  /   hvor jeg er inviteret til en paneldebat  emnet bliver nok noget om håber vi ses          ,6.0
Aalborg,23679,5,"['dkpol', 'Afghanistan']",2021-08-14 19:59:02,det går stærkt og rigtig galt i afghanistan  dk skal forsøge at få evakueret både de lokale ansatte og samarbejdspartnere som ngoere og tidligere tolke   ,-1.0
,1162,0,['dkpol'],2021-08-14 19:58:32,paradoks  skal vi ødelægge vores land ved at indoptage disse holdninger med migrationen      paradox  sollen wir unser land zerstören  indem wir diese haltung mit migration übernehmen    ,-4.0
Syddanmark,344459,80,['dkpol'],2021-08-14 19:58:20,i øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk  det er vigtigt at understrege over for andre borgere i landet  at vi altså ikke alle sammen er svindlere  nogle af os er faktisk velintegrerede og følger danske værdier og love  ,-8.0
Denmark,52194,2,"['dkmedier', 'Afghanistan', 'dkpol']",2021-08-14 19:57:35,hvordan det kunne gå så hurtigt  tja    de er simpelthen nogle forbandede kujoner  de skal blive og kæmpe for deres land  dem der stikker af i stedet for at blive og kæmpe for deres land har skylden for at landet endnu en gang går tabt     ,-5.0
,298,8,['dkpol'],2021-08-14 19:56:57,hvor var henriette da   sagde det samme  skriver kvinder rundt til kvinfos samarbejdspartnere og får hende bandlyst  kan hun overhovedet repræsentere   når hun åbenbart mener det er kvindernes skyld at de bliver udsat for overgreb   ,-2.0
,85,1,"['enfremtidudenforskel', 'dkpol']",2021-08-14 19:56:03, vi støtter jer   sagde ⁦⁩ til sygeplejerskerne  da hun talte ved demo for  i københavn i dag   ,2.0
,85,2,['dkpol'],2021-08-14 19:55:50, godt taget  klap dig selv på skulderen   sang jokeren for sygeplejerskerne på christiansborg slotsplads  ,3.0
