Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
96,aldrigsur,"Halvgammel, halvfuld og halvkompetent. Siger ofte dumme ting.",,836,534,18960,17,Få din vaccination uden tidsbestilling. Der er drop-in vaccination alle dage 9-18 i vaccinationscentrene i Region Hovedstaden. På #Bornholm er der drop-in alle dage 9-16. Se åbningstider i dit lokale vaccinecenter: https://t.co/ZWVMGuie2k @RegionH #sundpol #dkpol #COVID19dk https://t.co/9GpxrU43tA,[],2021-08-16 14:37:40
97,PROJSShajapur,"Official Handle of PRO Jansampark Shajapur,Government of Madhya Pradesh","Shajapur, India",144,4912,18852,0,#COVID19 HB 16 Aug 2021 https://t.co/F09U9BnZrT,['COVID19'],2021-08-16 14:35:28
98,RasmusStroyer,"Redaktør, Aftenshowet | mostly about Politics, Media & Football |","København, Danmark",850,510,1138,0,"🤔 ledende overlæge siger, det ikke ser ud til stigning, men at vi først vil kunne se det om et par uger🤷🏻‍♂️ #COVID19dk #dkmedier https://t.co/jtOBDmIaZV","['COVID19dk', 'dkmedier']",2021-08-16 14:31:14
99,LiselotteWiller,,"Frederiksberg, Denmark",808,542,31633,17,Få din vaccination uden tidsbestilling. Der er drop-in vaccination alle dage 9-18 i vaccinationscentrene i Region Hovedstaden. På #Bornholm er der drop-in alle dage 9-16. Se åbningstider i dit lokale vaccinecenter: https://t.co/ZWVMGuie2k @RegionH #sundpol #dkpol #COVID19dk https://t.co/9GpxrU43tA,[],2021-08-16 14:27:03
100,indblik,"På https://t.co/GY8KEFbA8i stiller vi de spørgsmål, som andre glemmer at stille.",Copenhagen,1,817,310,0,"Her kan en ny nedlukning være på vej

https://t.co/Dt5ZzQiaON #dkpol #covid19dk","['dkpol', 'covid19dk']",2021-08-16 14:26:32
101,ProdKris,"MBA, UCLA Anderson, CA. BA, Marketing & communication, Pepperdine, CA.","Los Angeles, CA",518,410,2082,46,"Det her er vist den første videnskabelige artikel, der viser, hvad der længe har været opfattelsen, at vaccinerede med breakthrough-infektion udskiller lige så mange vira som uvaccinerede med infektion.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/u8sZDtNdM3",[],2021-08-16 14:26:25
102,ErikWeidinger,"Der er så mange, der mener så meget. Nogle udtrykker sig mere rammende end jeg gør. Derfor så mange retweets.","Copenhagen, Denmark",301,66,1700,5,"Bare for en god ordens skyld

I maj 2021 fremhævede Nordisk Råd Danmark for at have givet mest økonomisk støtte til kulturlivet ifm #COVID19

#dkpol 

https://t.co/fHP4alH4Xe",[],2021-08-16 14:23:15
103,Gamlefar,,Iveland,345,94,2239,46,"Det her er vist den første videnskabelige artikel, der viser, hvad der længe har været opfattelsen, at vaccinerede med breakthrough-infektion udskiller lige så mange vira som uvaccinerede med infektion.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/u8sZDtNdM3",[],2021-08-16 14:19:52
104,KlausKblog,"Klaus K, journalist & sangskriver i Danser med Drenge. Skriver om frihed, livsstil, forbud & tvang: https://t.co/yLL8XKHHDv",København,511,2464,33254,7,"2/n. Vi ved det naturligvis godt. Men det her er blot endnu en understregning af, at coronapas er meningsløse. - Og oveni er de også diskriminerende. - Folketingets beslutning om dem er en skamplet for folkestyret.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-16 14:15:10
105,KlausKblog,"Klaus K, journalist & sangskriver i Danser med Drenge. Skriver om frihed, livsstil, forbud & tvang: https://t.co/yLL8XKHHDv",København,511,2464,33254,46,"Det her er vist den første videnskabelige artikel, der viser, hvad der længe har været opfattelsen, at vaccinerede med breakthrough-infektion udskiller lige så mange vira som uvaccinerede med infektion.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/u8sZDtNdM3",[],2021-08-16 14:14:55
106,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,7,"2/n. Vi ved det naturligvis godt. Men det her er blot endnu en understregning af, at coronapas er meningsløse. - Og oveni er de også diskriminerende. - Folketingets beslutning om dem er en skamplet for folkestyret.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 14:09:52
107,coronakamp,"På jagt efter løsninger, der både redder liv og Danmarks økonomi. #covid19dk #covid19_dk #sundpol",,404,142,994,1,"@ProfPHansen @mikebarnkob @mortenkj @AKiversen @wejse1 @dr2deadline og #dkmedier må researche inden de interviewer. De vil hurtigt opdage, at påståede fordele ved ""naturlig immunitet"" står øverst på WHO’s liste over myter og misforståelser.
https://t.co/BXnlVmSqqO 
@LarsIgum @berlingske @jyllandsposten  @tv2nyhederne #covid19dk","['dkmedier', 'covid19dk']",2021-08-16 14:03:06
108,DitteBrondum,Næstformand i Dansk Socialrådgiverforening - på barsel. Tweeter om vilkårene for at bedrive godt socialt arbejde. Fang mig på 22526174.,,830,1073,1306,0,Underretninger er socialrådgivernes mulighed for at få kendskab til og handle når børn er i nød. #Covid19dk har været hård for mange familier og de der er tæt på børnene bør have en skærpet opmærksomhed #dksocial #børneneførst  https://t.co/8yzhg0zNip,"['Covid19dk', 'dksocial', 'børneneførst']",2021-08-16 13:53:30
109,ninettezb,Pressechef i @Reg_Nord //nizb@rn.dk //4131 4739. Tweeter gerne om sundhedsvæsnet og har altid patienten i fokus. Alt for egen regning.,"Aalborg, Danmark",1044,314,205,2,"Sommerferien er ved at være brugt op for de fleste, og derfor har vi justeret vores tilbud om hurtigtest mod #Covid19. For eksempel er teststedet i Fårup Sommerland lukket. Tjek hele den justerede plan: https://t.co/ixcKdBLhVi",['Covid19'],2021-08-16 13:46:31
110,Jesperodde,"CEO at Jesper Madsen kommunikation & editor of https://t.co/32xpRnUeg9 (Complementary Medicine).  Aarhus, Denmark..",Denmark,212,143,417,0,… men er det en utopi at leve i håbet om den fjerde statsmagts genopståen? #journalistforbundet #journalistendk  #dkmedier #sundpol #Covid19dk #coronadk https://t.co/DAlON1qJn1,"['journalistforbundet', 'journalistendk', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk']",2021-08-16 13:46:19
111,FreeObserver3,Independent media,,37,309,323,21,"Den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt. - Erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse. - Den viden frigør en masse tid. - Perfekt!
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-16 13:44:05
112,BjarneRoed,Jeg er executive Innovation Consultant i Siemens Healthineers,"Hovedstaden, Danmark",172,78,64,17,Få din vaccination uden tidsbestilling. Der er drop-in vaccination alle dage 9-18 i vaccinationscentrene i Region Hovedstaden. På #Bornholm er der drop-in alle dage 9-16. Se åbningstider i dit lokale vaccinecenter: https://t.co/ZWVMGuie2k @RegionH #sundpol #dkpol #COVID19dk https://t.co/9GpxrU43tA,[],2021-08-16 13:35:21
113,BirgerSM,"MSc Statistics/Math. Statistician at ALK. Book: Statistics for Non-Statisticians, Springer 2016 (also Danish version). Born 1951, Racewalker 2010, PB 5K 31:35.",Denmark,1037,342,30400,1,"Ca. 42.000 stik i går og endnu en dag med fokus på at genvaccinere folk, idet kun 4.505 påbegyndte vaccination i går. #covid19dk #dkpol https://t.co/PYv5StOAzH",[],2021-08-16 13:21:04
114,PharmtechF,"Get the latest #Pharmtech, #Medtech news and more from industry professionals and decision makers",United Kingdom,174,33,470,0,"Musculoskeletal (MSK) Funding Opens
https://t.co/9rH3xeea9Z
#PharmTech #PharmaceuticalNews #Analysis #Data #Investment #DrugDiscovery #COVID19 #Regulation #Mergers #WhosWho #Pharma #healthtech #medtech https://t.co/CFdhcRJJwU","['PharmTech', 'PharmaceuticalNews', 'Analysis', 'Data', 'Investment', 'DrugDiscovery', 'COVID19', 'Regulation', 'Mergers', 'WhosWho', 'Pharma', 'healthtech', 'medtech']",2021-08-16 13:06:25
115,LotteTherkilds3,,,8,4,3,5,"Vi møder de unge dér, hvor de er. I denne uge åbner Region Sjælland pop-up vaccinationscentre på uddannelsesinstitutioner yderligere 13 forskellige steder. Her taler en af vores medarbejdere med en elev på Slotshaven Gymnasium i Holbæk i sidste uge. #Covid19dk #Sundpol https://t.co/cMNVBwWsYX",[],2021-08-16 12:54:09
116,slinderstrom,"Ornitolog, socialformidler, interesseret i natur, miljø, sociale forhold, har arbejdet med de mest marginaliserede og er opvokset på Vesterbro","Solrød, Sjælland",1034,810,12528,5,"Bare for en god ordens skyld

I maj 2021 fremhævede Nordisk Råd Danmark for at have givet mest økonomisk støtte til kulturlivet ifm #COVID19

#dkpol 

https://t.co/fHP4alH4Xe","['COVID19', 'dkpol']",2021-08-16 12:46:53
117,KWS99,"In to #education, #antitotalitarism, #truthsearch, #christianity, #confessional_lutheranism,",Denmark,513,171,5202,0,"OBS - en ganske interessant meta-deskriptiv konference om data, danskere og Covid19 står til at foregå den kommende weekend. Det kunne være rart at have tid at være en flue på væggen der:
https://t.co/tIANvbs0XY https://t.co/wnOqjhJqh4",[],2021-08-16 12:44:08
118,PlaMoDK1,,,76,11,1188,17,Få din vaccination uden tidsbestilling. Der er drop-in vaccination alle dage 9-18 i vaccinationscentrene i Region Hovedstaden. På #Bornholm er der drop-in alle dage 9-16. Se åbningstider i dit lokale vaccinecenter: https://t.co/ZWVMGuie2k @RegionH #sundpol #dkpol #COVID19dk https://t.co/9GpxrU43tA,[],2021-08-16 12:40:04
119,mortenkj,"Structural Biologist from Aarhus University, now retired, hermit. Tweets about science, politics, IT, pseudoscience, scientific racism and other nonsense.","Samsø, Denmark",1259,1621,35056,0,"Dagens #covid19dk tal d. 16/8. I dag ingen dødsfald, det giver altid 💚. Men 959 nye coronatilfælde, svarende til 16,4 ‰ af godt 58.000 tests. 117 patienter er indlagt, der kom 33 nye til. Sølle 4521 fik første stik i går, og der er 12.996 aktivt syge. IHAD: 🔴🔴🔴💚 #cvdgdk https://t.co/Tx0B7ObRSw","['covid19dk', 'cvdgdk']",2021-08-16 12:36:29
120,mikaelmilhoj,Chefanalytiker i @danskebank_dk. Tweeter hovedsageligt om international makroøkonomi og finans på #dkøko. Kontakt: 28186908 / milh@danskebank.dk,Copenhagen,1207,7997,46609,1,"Ca. 42.000 stik i går og endnu en dag med fokus på at genvaccinere folk, idet kun 4.505 påbegyndte vaccination i går. #covid19dk #dkpol https://t.co/PYv5StOAzH","['covid19dk', 'dkpol']",2021-08-16 12:33:59
121,MissARomm,"🇩🇰🇧🇪

#førtidspensionist #senfølger #mastcellesygdom #mcas #postviral
#AmbulatoryWheelchairUser👨‍🦼🚶‍♀️🧙‍♀️🤸‍♀️💃
she/her","Søborg, København, Danmark",297,174,1752,0,"@AdamPadam9 @AugustFL @politiken Det er præcis den slags jeg hentyder til🤷‍♀️Der kan gøres mere. Konsekvenserne kan blive store. DK er berygtet for sin manglende håndtering af postvirale senfølger, længe før covid19.",[],2021-08-16 12:33:13
122,jytte_dk,"Curious but still alive. Like cycling, tennis, techs, books, movies, cartoons and all animals. Don't like fanatics. System Engineer.",Denmark,547,267,26395,17,Få din vaccination uden tidsbestilling. Der er drop-in vaccination alle dage 9-18 i vaccinationscentrene i Region Hovedstaden. På #Bornholm er der drop-in alle dage 9-16. Se åbningstider i dit lokale vaccinecenter: https://t.co/ZWVMGuie2k @RegionH #sundpol #dkpol #COVID19dk https://t.co/9GpxrU43tA,[],2021-08-16 12:27:27
123,LoveTrueNature,☮️🙏🏼LOVE❤️#Prince😇spirit&soul🌞🌹💦🌈🕉🎶🕊💞🕊🌐💓🎶#music💨👣#nature🌕🦋#PaisleyPark🍁✝️😘🌲WorldPeaceHugs♻️💙🐬🎶🐸#organic💚🍎👌🏿#wildlife🐾💜✌🏾,Denmark DK Europe Earth Heart,3565,1816,98398,27,"Myocarditis og pericarditis efter vaccination for COVID-19. 5,7 indlæggelser pr. 10.000 vaccinerede. Myocarditis med overvægt af yngre mænd. - Indlæggelser underestimerer det reelle antal.
https://t.co/WtOSRsfP2m
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-16 12:07:47
124,ThiasKronhjort,Tech is the thing!  🤓🦌 Dream Big 🚀 I also tweet in English! Ophavsmand til “ADHD PODCASTEN” 🎧🎤 Medlem af @adhdforeningen 💬,,905,969,32894,0,"Det her ser dælme ikke godt ud. Stadig omkring 1000 smittede hver dag og nu 10 mere indlagte og en i respirator. 

Det er slet ikke godt nyt! 
#COVID19dk #smitte #Corona https://t.co/ux6FWYYU3p","['COVID19dk', 'smitte', 'Corona']",2021-08-16 12:04:41
125,NjylPoliti,Vi kan ikke garantere svar på dit spørgsmål her. Prøve at finde svar på https://t.co/rsn1F0aA1f. Ring 112 ved akut brug for politiet. Ring 114 i alle andre tilfælde.,"Nordjylland, Danmark",425,76650,22941,2,"Sommerferien er ved at være brugt op for de fleste, og derfor har vi justeret vores tilbud om hurtigtest mod #Covid19. For eksempel er teststedet i Fårup Sommerland lukket. Tjek hele den justerede plan: https://t.co/ixcKdBLhVi",['Covid19'],2021-08-16 12:01:36
126,coronatrackerdk,Jeg tracker realtime ændringer i masser af nøgletal og nyheder omhandlende Corona-virussen. Endnu en data-dims fra @systemaddict (mobil: 27 11 86 56),,0,2201,8882,0,"1/3: BREAKING! NYE CORONA-TAL I DK::

Positive tests seneste døgn: 959 (I går: 850)
Tests (PCR) seneste døgn: 58306 (Gns. 7 dage: 60827)
Positiv-% (PCR) seneste døgn: 1.64 (Gns. 7 dage: 1.66)
Døde seneste døgn: 0 (I alt: 2560)
#covid19dk Kilde: https://t.co/3e4BVLu7qO https://t.co/vDjbhKESfB",['covid19dk'],2021-08-16 11:59:04
127,RegionSJ_DNS,"#DetNæreSundhedsvæsen vil flytte sundhedsvæsnet tættere på dit hverdagsliv, og vi er klar til at gå nye veje og gentænke den måde, vi tilbyder sundhedsydelser.",Denmark,399,174,132,5,"Vi møder de unge dér, hvor de er. I denne uge åbner Region Sjælland pop-up vaccinationscentre på uddannelsesinstitutioner yderligere 13 forskellige steder. Her taler en af vores medarbejdere med en elev på Slotshaven Gymnasium i Holbæk i sidste uge. #Covid19dk #Sundpol https://t.co/cMNVBwWsYX",[],2021-08-16 11:58:53
128,hembaek,"Light Warrior, Father,  IT/Blockchain Aficionado, Science Researcher, TEDx speaker. Citizen of the United State of Curiosity. Free Spirit. Made in Denmark.","Copenhagen, Denmark",536,383,2677,2,Den tyske regering bad forskerne fra Robert Koch-Instituttet om at dramatisere Corona på en måde der kunne legitimisere ting som nedlukninger. Smag lidt på den. #covid19dk #dkpol  https://t.co/DpShUcdurQ,[],2021-08-16 11:55:13
129,tutmarie,"She/her hun/hende. 
Springsteen Addicts Unanonymous.
Certified Danish/English legal translator. Context matters!
F*** diet culture.
Feminist.
Anti-racist.","Roskilde, Denmark",1656,1497,47376,5,"Vi møder de unge dér, hvor de er. I denne uge åbner Region Sjælland pop-up vaccinationscentre på uddannelsesinstitutioner yderligere 13 forskellige steder. Her taler en af vores medarbejdere med en elev på Slotshaven Gymnasium i Holbæk i sidste uge. #Covid19dk #Sundpol https://t.co/cMNVBwWsYX",[],2021-08-16 11:43:04
130,regionsjaelland,"Vi driver og udvikler regionens sygehuse og løser opgaver inden for #sundhed, #psykiatri #miljø, #regional udvikling og #socialområdet.",Denmark,1368,6369,2557,5,"Vi møder de unge dér, hvor de er. I denne uge åbner Region Sjælland pop-up vaccinationscentre på uddannelsesinstitutioner yderligere 13 forskellige steder. Her taler en af vores medarbejdere med en elev på Slotshaven Gymnasium i Holbæk i sidste uge. #Covid19dk #Sundpol https://t.co/cMNVBwWsYX","['Covid19dk', 'Sundpol']",2021-08-16 11:42:46
131,itsmehsulai,Medical Student 🩺 / Currently on #WhatsHappeningInMyanmar,United States,396,427,28249,0,"#COVID19 situation in Myanmar 
#MyanmarCovidSOS

#RecognizeNUG
#Aug16Coup 
#WhatsHappeningInMyanmar https://t.co/BU1NMbNJQY","['COVID19', 'MyanmarCovidSOS', 'RecognizeNUG', 'Aug16Coup', 'WhatsHappeningInMyanmar']",2021-08-16 11:39:04
132,KTingkaer,Public Affairs Konsulent hos Danske Fysioterapeuter. Pipper mest om social- og sundhedspolitik og lidt om Brøndby IF. 31351838,,296,227,2173,1,"Mange ældre er blevet svækkede under #COVID19dk, fordi de været isoleret og deres daglige træning og aktiviteter har været aflyst. Vi opfordrer sammen med @aeldresagen i @AvisenDanmark til politisk handling, og at man som pårørende er opmærksom! #sundpol
https://t.co/qQjWgfqDEw",['COVID19dk'],2021-08-16 11:38:58
133,mltoosi,Software Tech Lead @visma - Views are my own. Mostly writing about Climate and Human Rights,"Copenhagen, Denmark",228,40,422,17,Få din vaccination uden tidsbestilling. Der er drop-in vaccination alle dage 9-18 i vaccinationscentrene i Region Hovedstaden. På #Bornholm er der drop-in alle dage 9-16. Se åbningstider i dit lokale vaccinecenter: https://t.co/ZWVMGuie2k @RegionH #sundpol #dkpol #COVID19dk https://t.co/9GpxrU43tA,[],2021-08-16 11:32:54
134,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",404,3095,3777,0,"@ingemannlarsen Sande positive PCR-tests optræder helt overvejende hos personer med relevante symptomer. Men testen kan være sandt positiv uden symptomer, se B herunder. A viser at 4 ud af 8 asymptomatiske vaccinerede har Ct&lt;25.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/n3k3EvC47i","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-16 11:27:15
135,LlPernille,Freedom Fighter,,246,127,774,27,"Myocarditis og pericarditis efter vaccination for COVID-19. 5,7 indlæggelser pr. 10.000 vaccinerede. Myocarditis med overvægt af yngre mænd. - Indlæggelser underestimerer det reelle antal.
https://t.co/WtOSRsfP2m
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-16 11:20:48
136,DKsundhed,Sundhedsministeriets officielle Twitter-profil. Tweeter om #sundpol og #dkpol. Henvendelser rettes til pressevagt@sum.dk,"København, Danmark",739,11790,2000,17,Få din vaccination uden tidsbestilling. Der er drop-in vaccination alle dage 9-18 i vaccinationscentrene i Region Hovedstaden. På #Bornholm er der drop-in alle dage 9-16. Se åbningstider i dit lokale vaccinecenter: https://t.co/ZWVMGuie2k @RegionH #sundpol #dkpol #COVID19dk https://t.co/9GpxrU43tA,[],2021-08-16 11:10:18
